psraid,cregion,q1,q2,q45,sex,recage,receduc,racethn2,party,partyln,weight,llweight,cellweight
203851,South,Disapprove,Very strongly,Disapprove,Male,45-54,Coll+,White~Hisp,Independent,Republican,3.444444444,0,1.195652174
203864,South,Disapprove,Not so strongly,Disapprove,Male,65+,HS grad or less,White~Hisp,Independent,Republican,3.296296296,0,2.673913043
203866,South,Disapprove,Very strongly,Disapprove,Female,45-54,HS grad or less,White~Hisp,Republican,NA,5.777777778,0,2.695652174
203867,Midwest,Disapprove,Very strongly,Disapprove,Female,45-54,HS grad or less,White~Hisp,Independent,Republican,3.259259259,0,1.608695652
203870,Midwest,Approve,Not so strongly,Disapprove,Male,25-34,Some coll/Assoc degree,Other,Independent,Other/Don't know/Refused (VOL.),7.925925926,0,2.782608696
203886,South,Disapprove,Very strongly,Disapprove,Female,DK/Ref,Coll+,Ref,Don't know/Refused (VOL.),Other/Don't know/Refused (VOL.),3.666666667,0,1.086956522
203904,Midwest,Disapprove,Not so strongly,Disapprove,Male,35-44,Some coll/Assoc degree,White~Hisp,Independent,Democrat,8.296296296,0,3.97826087
203908,Midwest,Disapprove,Very strongly,Disapprove,Male,DK/Ref,Some coll/Assoc degree,White~Hisp,Independent,Republican,5.333333333,0,2.413043478
203936,South,Disapprove,Very strongly,Disapprove,Male,25-34,Coll+,White~Hisp,Independent,Republican,4.481481481,0,1.043478261
203954,Midwest,Disapprove,Very strongly,Disapprove,Female,65+,HS grad or less,White~Hisp,Independent,Other/Don't know/Refused (VOL.),4.703703704,0,3.97826087
203971,Midwest,Disapprove,Very strongly,Don't know/Refused (VOL.),Male,65+,Coll+,White~Hisp,Independent,Other/Don't know/Refused (VOL.),1.148148148,0,1
203978,Midwest,Disapprove,Very strongly,Disapprove,Male,35-44,HS grad or less,White~Hisp,No preference (VOL.),Republican,4.37037037,0,1.760869565
203997,South,Approve,Not so strongly,Approve,Female,35-44,HS grad or less,Black~Hisp,Democrat,NA,7.666666667,0,2.717391304
204031,Midwest,Approve,Very strongly,Approve,Female,65+,Some coll/Assoc degree,Black~Hisp,Democrat,NA,2.925925926,0,2.434782609
204042,South,Don't know/Refused (VOL.),NA,Disapprove,Male,25-34,Coll+,White~Hisp,Independent,Republican,2.592592593,0,1
204046,Midwest,Disapprove,Very strongly,Disapprove,Female,25-34,Some coll/Assoc degree,White~Hisp,Independent,Other/Don't know/Refused (VOL.),8.296296296,0,2.782608696
204049,West,Approve,Very strongly,Approve,Female,18-24,HS grad or less,"Hisp, born in US",Democrat,NA,6.185185185,0,2.043478261
204058,West,Approve,Not so strongly,Approve,Female,18-24,Some coll/Assoc degree,White~Hisp,Democrat,NA,6.777777778,0,2.282608696
204076,West,Approve,Not so strongly,Approve,Female,25-34,Coll+,White~Hisp,Independent,Democrat,4.148148148,0,1.673913043
204078,South,Disapprove,Not so strongly,Disapprove,Male,55-64,Coll+,White~Hisp,Independent,Republican,1,0,1
204088,South,Approve,Not so strongly,Disapprove,Female,35-44,HS grad or less,"Hisp, born outside US",Democrat,NA,7.62962963,0,2.847826087
204093,South,Approve,Very strongly,Approve,Female,35-44,Coll+,"Hisp, born in US",Democrat,NA,5.62962963,0,3
204100,South,Approve,Very strongly,Approve,Male,35-44,HS grad or less,Black~Hisp,Democrat,NA,7.259259259,0,2.217391304
204101,South,Disapprove,Very strongly,Disapprove,Male,65+,HS grad or less,White~Hisp,Republican,NA,1.925925926,0,1.782608696
204112,Northeast,Disapprove,Very strongly,Approve,Female,18-24,Some coll/Assoc degree,White~Hisp,Independent,Democrat,8,0,2.717391304
204113,South,Disapprove,Very strongly,Disapprove,Male,65+,HS grad or less,White~Hisp,Independent,Republican,2.740740741,0,2.130434783
204127,South,Approve,Don't know/Refused (VOL.),Approve,Female,45-54,Coll+,Other,Independent,Democrat,4.925925926,0,1.673913043
204130,Northeast,Disapprove,Very strongly,Disapprove,Female,45-54,Coll+,White~Hisp,Republican,NA,3.074074074,0,2.304347826
204135,South,Disapprove,Very strongly,Disapprove,Male,65+,HS grad or less,White~Hisp,Republican,NA,3.777777778,0,2.130434783
204162,Midwest,Disapprove,Not so strongly,Disapprove,Male,65+,HS grad or less,White~Hisp,Republican,NA,1.259259259,0,2.108695652
204173,South,Disapprove,Very strongly,Disapprove,Female,65+,Coll+,White~Hisp,Republican,NA,1.259259259,0,1.5
204178,West,Disapprove,Very strongly,Disapprove,Female,45-54,Some coll/Assoc degree,White~Hisp,Republican,NA,4.333333333,0,1.934782609
204194,Midwest,Approve,Very strongly,Approve,Female,18-24,Some coll/Assoc degree,White~Hisp,Democrat,NA,7.185185185,0,2.717391304
204229,South,Approve,Not so strongly,Approve,Female,25-34,Coll+,Other,Independent,Democrat,5.925925926,0,1.934782609
204248,Northeast,Disapprove,Not so strongly,Approve,Male,35-44,Coll+,"Hisp, born in US",Independent,Republican,5.851851852,0,2.565217391
204254,South,Disapprove,Very strongly,Disapprove,Male,65+,Some coll/Assoc degree,White~Hisp,Independent,Republican,3.185185185,0,2
204257,West,Disapprove,Very strongly,Disapprove,Female,55-64,HS grad or less,White~Hisp,Independent,Republican,3.592592593,0,3.97826087
204267,West,Disapprove,Not so strongly,Disapprove,Female,18-24,HS grad or less,"Hisp, born in US",Democrat,NA,4,0,1.543478261
204315,West,Disapprove,Very strongly,Disapprove,Male,18-24,HS grad or less,White~Hisp,Independent,Republican,4.888888889,0,1.782608696
204325,South,Approve,Not so strongly,Disapprove,Male,35-44,Coll+,Other,Republican,NA,3.777777778,0,2.043478261
204336,Midwest,Approve,Not so strongly,Approve,Female,55-64,HS grad or less,White~Hisp,Democrat,NA,4.333333333,0,3.97826087
204378,South,Disapprove,Not so strongly,Disapprove,Female,35-44,Coll+,White~Hisp,Democrat,NA,3.296296296,0,2.260869565
204382,South,Disapprove,Very strongly,Disapprove,Male,18-24,Some coll/Assoc degree,White~Hisp,Democrat,NA,2.888888889,0,1.586956522
204394,West,Disapprove,Very strongly,Disapprove,Male,45-54,HS grad or less,White~Hisp,Republican,NA,5.888888889,0,2.847826087
204397,West,Approve,Very strongly,Disapprove,Male,45-54,Some coll/Assoc degree,Other,Democrat,NA,8.296296296,0,3.652173913
204400,West,Approve,Very strongly,Approve,Male,45-54,Some coll/Assoc degree,White~Hisp,Independent,Democrat,3.62962963,0,2.826086957
204417,Midwest,Disapprove,Very strongly,Disapprove,Male,25-34,Coll+,White~Hisp,Other party (VOL.),Republican,2.777777778,0,1
204419,South,Disapprove,Very strongly,Disapprove,Female,18-24,Some coll/Assoc degree,White~Hisp,Republican,NA,4.518518519,0,1.260869565
204431,South,Disapprove,Very strongly,Disapprove,Female,55-64,Coll+,White~Hisp,Republican,NA,2.925925926,0,2.02173913
204443,South,Approve,Very strongly,Approve,Male,55-64,HS grad or less,Black~Hisp,Independent,Democrat,6.185185185,0,2
204456,Midwest,Disapprove,Very strongly,Disapprove,Female,45-54,Some coll/Assoc degree,White~Hisp,Don't know/Refused (VOL.),Other/Don't know/Refused (VOL.),4.555555556,0,1.782608696
204489,Midwest,Disapprove,Very strongly,Disapprove,Female,65+,HS grad or less,White~Hisp,Independent,Republican,1.851851852,0,3.934782609
204492,South,Approve,Very strongly,Approve,Female,55-64,Coll+,Black~Hisp,Independent,Other/Don't know/Refused (VOL.),2.111111111,0,1.565217391
204533,South,Disapprove,Not so strongly,Disapprove,Female,35-44,Some coll/Assoc degree,White~Hisp,Independent,Republican,3.259259259,0,2.847826087
204536,South,Approve,Very strongly,Approve,Male,45-54,HS grad or less,Black~Hisp,Democrat,NA,5.962962963,0,1.826086957
204559,South,Disapprove,Not so strongly,Disapprove,Female,45-54,Some coll/Assoc degree,"Hisp, born outside US",Republican,NA,4.814814815,0,2.391304348
204563,South,Approve,Not so strongly,Approve,Female,65+,HS grad or less,White~Hisp,Democrat,NA,1.444444444,0,3.326086957
204565,South,Approve,Very strongly,Approve,Female,55-64,Some coll/Assoc degree,Black~Hisp,Independent,Democrat,2.740740741,0,1.956521739
204570,Midwest,Disapprove,Very strongly,Disapprove,Male,45-54,Coll+,White~Hisp,Independent,Republican,1.851851852,0,1.869565217
204598,South,Disapprove,Very strongly,Disapprove,Male,25-34,Coll+,White~Hisp,Republican,NA,4.185185185,0,1.130434783
204610,South,Approve,Very strongly,Don't know/Refused (VOL.),Female,18-24,HS grad or less,White~Hisp,Democrat,NA,7.37037037,0,1.934782609
204619,South,Disapprove,Very strongly,Disapprove,Male,35-44,HS grad or less,White~Hisp,Republican,NA,4.185185185,0,1.5
204627,South,Disapprove,Not so strongly,Disapprove,Female,65+,Coll+,"Hisp, born in US",Republican,NA,2.592592593,0,2.086956522
204641,Northeast,Approve,Not so strongly,Approve,Male,25-34,HS grad or less,"Hisp, born outside US",Democrat,NA,8.185185185,0,3.043478261
204644,Northeast,Approve,Don't know/Refused (VOL.),Approve,Male,25-34,HS grad or less,"Hisp, born outside US",Don't know/Refused (VOL.),Other/Don't know/Refused (VOL.),5.851851852,0,2.282608696
204662,South,Approve,Very strongly,Approve,Male,25-34,Coll+,White~Hisp,Democrat,NA,4.185185185,0,1.130434783
204695,Midwest,Approve,Not so strongly,Approve,Male,25-34,Coll+,White~Hisp,Democrat,NA,3,0,1.086956522
204733,South,Approve,Not so strongly,Approve,Female,65+,HS grad or less,White~Hisp,Democrat,NA,5.777777778,0,3.97826087
204755,South,Disapprove,Not so strongly,Disapprove,Male,55-64,Some coll/Assoc degree,"Hisp, born in US",Republican,NA,4.481481481,0,1.695652174
204763,South,Disapprove,Very strongly,Disapprove,Male,65+,Some coll/Assoc degree,White~Hisp,Republican,NA,1.592592593,0,1.173913043
204774,South,Disapprove,Don't know/Refused (VOL.),Approve,Male,45-54,HS grad or less,White~Hisp,Independent,Other/Don't know/Refused (VOL.),4.111111111,0,1.717391304
204803,South,Approve,Very strongly,Approve,Male,55-64,HS grad or less,White~Hisp,Democrat,NA,2.888888889,0,1.673913043
204814,South,Approve,Very strongly,Approve,Male,25-34,Some coll/Assoc degree,Other,Democrat,NA,8.296296296,0,2.782608696
204818,West,Disapprove,Not so strongly,Disapprove,Male,35-44,Coll+,"Hisp, born outside US",Independent,Republican,5.185185185,0,1.543478261
204850,Midwest,Approve,Very strongly,Approve,Male,55-64,Coll+,White~Hisp,Independent,Democrat,2.111111111,0,1
204851,South,Disapprove,Very strongly,Disapprove,Male,35-44,HS grad or less,White~Hisp,Democrat,NA,8.111111111,0,3.086956522
204852,South,Disapprove,Very strongly,Disapprove,Female,18-24,HS grad or less,White~Hisp,Republican,NA,6.814814815,0,2.108695652
204863,Midwest,Approve,Not so strongly,Disapprove,Female,18-24,HS grad or less,White~Hisp,Independent,Republican,6.185185185,0,2.304347826
204876,South,Approve,Very strongly,Approve,Male,55-64,HS grad or less,Black~Hisp,No preference (VOL.),Other/Don't know/Refused (VOL.),4.222222222,0,2.02173913
204877,Midwest,Disapprove,Very strongly,Disapprove,Male,18-24,HS grad or less,White~Hisp,Independent,Republican,3.666666667,0,1.5
204879,Midwest,Approve,Very strongly,Approve,Male,25-34,Coll+,Black~Hisp,Democrat,NA,4.222222222,0,1.369565217
204888,West,Disapprove,Not so strongly,Disapprove,Female,35-44,Some coll/Assoc degree,White~Hisp,Independent,Republican,3.555555556,0,3.782608696
204921,Northeast,Approve,Not so strongly,Approve,Female,65+,Coll+,White~Hisp,Democrat,NA,2.222222222,0,1.847826087
204923,Northeast,Disapprove,Very strongly,Disapprove,Female,45-54,HS grad or less,White~Hisp,Independent,Republican,8.296296296,0,3.97826087
204945,West,Disapprove,Very strongly,Disapprove,Male,35-44,Some coll/Assoc degree,"Hisp, born in US",No preference (VOL.),Republican,8.296296296,0,3.434782609
204946,Northeast,Approve,Very strongly,Approve,Female,35-44,Coll+,White~Hisp,Independent,Democrat,4.333333333,0,3.195652174
204975,South,Disapprove,Very strongly,Disapprove,Female,25-34,Coll+,White~Hisp,Republican,NA,5.666666667,0,1.608695652
204991,Northeast,Approve,Very strongly,Approve,Female,25-34,Some coll/Assoc degree,Other,Democrat,NA,3.851851852,0,2.97826087
204994,West,Disapprove,Very strongly,Disapprove,Male,35-44,HS grad or less,"Hisp, born outside US",Independent,Democrat,5.62962963,0,2.782608696
204999,West,Don't know/Refused (VOL.),NA,Disapprove,Male,18-24,Some coll/Assoc degree,"Hisp, born in US",Independent,Other/Don't know/Refused (VOL.),6.481481481,0,2.130434783
205021,Northeast,Disapprove,Very strongly,Disapprove,Female,65+,Coll+,White~Hisp,Republican,NA,2.074074074,0,1.47826087
205024,Northeast,Disapprove,Very strongly,Disapprove,Female,65+,Some coll/Assoc degree,White~Hisp,Republican,NA,2.888888889,0,3.97826087
205025,Midwest,Approve,Very strongly,Approve,Male,25-34,Coll+,White~Hisp,Democrat,NA,3.62962963,0,1.108695652
205039,South,Approve,Very strongly,Approve,Female,25-34,Coll+,Black~Hisp,No preference (VOL.),Democrat,5.62962963,0,1.782608696
205068,Midwest,Disapprove,Very strongly,Disapprove,Female,65+,Coll+,White~Hisp,Independent,Republican,1.185185185,0,2.5
205076,South,Disapprove,Very strongly,Disapprove,Female,35-44,HS grad or less,"Hisp, born outside US",No preference (VOL.),Democrat,7.037037037,0,3.086956522
205088,South,Approve,Not so strongly,Approve,Female,25-34,Coll+,White~Hisp,Democrat,NA,4.296296296,0,1.282608696
205114,South,Disapprove,Very strongly,Disapprove,Male,45-54,HS grad or less,White~Hisp,Republican,NA,4.555555556,0,1.760869565
205117,South,Don't know/Refused (VOL.),NA,Approve,Male,25-34,HS grad or less,"Hisp, born in US",Independent,Other/Don't know/Refused (VOL.),6.925925926,0,1.608695652
205124,West,Approve,Not so strongly,Approve,Male,18-24,HS grad or less,"Hisp, born in US",Independent,Democrat,5.259259259,0,1.586956522
205126,South,Disapprove,Very strongly,Disapprove,Male,45-54,HS grad or less,Ref,Independent,Other/Don't know/Refused (VOL.),5.259259259,0,2.608695652
205127,West,Approve,Not so strongly,Approve,Female,25-34,Some coll/Assoc degree,White~Hisp,Democrat,NA,6.740740741,0,3.608695652
205134,West,Disapprove,Not so strongly,Disapprove,Male,18-24,Coll+,White~Hisp,Democrat,NA,3.148148148,0,1.065217391
205187,South,Disapprove,Not so strongly,Disapprove,Female,65+,HS grad or less,White~Hisp,Republican,NA,3.740740741,0,3.326086957
205203,South,Disapprove,Very strongly,Disapprove,Male,45-54,Coll+,White~Hisp,Republican,NA,1.740740741,0,1.065217391
205230,South,Disapprove,Very strongly,Disapprove,Male,45-54,Some coll/Assoc degree,White~Hisp,Independent,Republican,3.481481481,0,1.695652174
205239,West,Approve,Very strongly,Approve,Female,25-34,Coll+,White~Hisp,Democrat,NA,8.148148148,0,2.543478261
205263,South,Disapprove,Not so strongly,Disapprove,Female,35-44,Coll+,White~Hisp,Independent,Democrat,5.851851852,0,1.913043478
205266,West,Approve,Very strongly,Approve,Male,25-34,HS grad or less,"Hisp, born outside US",Independent,Republican,6.296296296,0,2.456521739
205295,South,Disapprove,Not so strongly,Don't know/Refused (VOL.),Female,55-64,Some coll/Assoc degree,White~Hisp,Republican,NA,3.925925926,0,2.282608696
205322,Midwest,Disapprove,Very strongly,Disapprove,Female,35-44,Some coll/Assoc degree,White~Hisp,Republican,NA,4.703703704,0,3.304347826
205336,Northeast,Approve,Very strongly,Approve,Male,55-64,HS grad or less,Black~Hisp,Democrat,NA,5.962962963,0,2.173913043
205360,Northeast,Approve,Very strongly,Disapprove,Female,55-64,HS grad or less,White~Hisp,Democrat,NA,5.074074074,0,3.97826087
205409,Northeast,Approve,Very strongly,Approve,Male,35-44,HS grad or less,"Hisp, born outside US",Republican,NA,8,0,2.739130435
205424,Northeast,Disapprove,Very strongly,Disapprove,Male,25-34,HS grad or less,White~Hisp,Republican,NA,2.962962963,0,2.304347826
205433,Northeast,Disapprove,Very strongly,Disapprove,Male,45-54,Coll+,Black~Hisp,Republican,NA,3.222222222,0,1.413043478
205444,Northeast,Approve,Not so strongly,Approve,Female,45-54,HS grad or less,Black~Hisp,Democrat,NA,5.740740741,0,2.391304348
205445,West,Approve,Not so strongly,Disapprove,Male,25-34,Coll+,White~Hisp,Democrat,NA,2.851851852,0,1
205474,South,Disapprove,Not so strongly,Disapprove,Female,18-24,Some coll/Assoc degree,Black~Hisp,Democrat,NA,6.703703704,0,2.152173913
205477,Northeast,Approve,Not so strongly,Approve,Male,25-34,Coll+,White~Hisp,Independent,Democrat,5.851851852,0,1.652173913
205485,South,Approve,Not so strongly,Disapprove,Female,35-44,Coll+,Other,Independent,Democrat,8.296296296,0,3.130434783
205505,South,Disapprove,Very strongly,Disapprove,Female,35-44,Coll+,White~Hisp,Republican,NA,4.481481481,0,2.086956522
205515,South,Approve,Very strongly,Approve,Male,55-64,Some coll/Assoc degree,Other,Independent,Democrat,4.333333333,0,1.869565217
205527,South,Disapprove,Not so strongly,Disapprove,Female,18-24,HS grad or less,"Hisp, born in US",Democrat,NA,4.851851852,0,1.934782609
205529,South,Disapprove,Very strongly,Approve,Male,45-54,Some coll/Assoc degree,White~Hisp,Independent,Republican,2.333333333,0,1.695652174
205531,South,Disapprove,Very strongly,Disapprove,Male,35-44,HS grad or less,White~Hisp,Republican,NA,3.37037037,0,1.543478261
205536,Northeast,Approve,Very strongly,Approve,Female,25-34,Coll+,Black~Hisp,Democrat,NA,6.148148148,0,2.282608696
205540,Northeast,Approve,Not so strongly,Approve,Male,55-64,Some coll/Assoc degree,White~Hisp,Democrat,NA,2.740740741,0,2.347826087
205564,Northeast,Disapprove,Not so strongly,Disapprove,Male,55-64,HS grad or less,White~Hisp,Independent,Republican,4.592592593,0,3.369565217
205571,Northeast,Approve,Not so strongly,Approve,Male,55-64,Coll+,White~Hisp,Independent,Democrat,4.444444444,0,1.586956522
205584,Northeast,Disapprove,Very strongly,Disapprove,Female,65+,HS grad or less,White~Hisp,Republican,NA,5.555555556,0,3.97826087
205585,South,Disapprove,Very strongly,Disapprove,Male,18-24,HS grad or less,White~Hisp,Republican,NA,5.222222222,0,1.673913043
205597,Northeast,Approve,Very strongly,Approve,Female,55-64,Coll+,White~Hisp,Democrat,NA,2.592592593,0,3.326086957
205656,South,Approve,Very strongly,Approve,Female,18-24,HS grad or less,"Hisp, born outside US",Democrat,NA,4.888888889,0,1.956521739
205665,South,Don't know/Refused (VOL.),NA,Disapprove,Male,18-24,Some coll/Assoc degree,White~Hisp,Republican,NA,4.925925926,0,1.434782609
205676,South,Disapprove,Not so strongly,Approve,Female,35-44,HS grad or less,"Hisp, born outside US",Independent,Other/Don't know/Refused (VOL.),5.518518519,0,3.456521739
205681,Midwest,Disapprove,Very strongly,Disapprove,Male,65+,HS grad or less,White~Hisp,Republican,NA,2.962962963,0,2.543478261
205689,Midwest,Approve,Not so strongly,Approve,Male,35-44,Coll+,White~Hisp,Democrat,NA,2.925925926,0,1.630434783
205721,South,Disapprove,Very strongly,Disapprove,Male,18-24,HS grad or less,White~Hisp,Republican,NA,3.666666667,0,1.282608696
205731,Midwest,Disapprove,Very strongly,Disapprove,Male,25-34,HS grad or less,White~Hisp,Republican,NA,4.222222222,0,2.282608696
205740,West,Approve,Not so strongly,Approve,Male,45-54,Coll+,White~Hisp,Democrat,NA,2.814814815,0,1.434782609
